Child iri	Parent iri
:LE_11932	:CM_NoteEncounter
:LE_11933	:CM_NoteEncounter
:LE_11934	:CM_NoteEncounter
:LE_11935	:CM_NoteEncounter
:LE_11936	:CM_NoteEncounter
:LE_11937	:CM_NoteEncounter
:LE_11938	:CM_NoteEncounter
:LE_11939	:CM_NoteEncounter
:LE_1194	:CM_FilingDocEncounter
:LE_11940	:CM_NoteEncounter
:LE_11941	:CM_NoteEncounter
:LE_11942	:CM_NoteEncounter
:LE_11943	:CM_NoteEncounter
:LE_11944	:CM_NoteEncounter
:LE_11945	:CM_NoteEncounter
:LE_11946	:CM_NoteEncounter
:LE_11947	:CM_NoteEncounter
:LE_11948	:CM_NoteEncounter
:LE_11949	:CM_NoteEncounter
:LE_1195	:CM_FilingDocEncounter
:LE_11950	:CM_NoteEncounter
:LE_11951	:CM_NoteEncounter
:LE_11952	:CM_NoteEncounter
:LE_11953	:CM_NoteEncounter
:LE_11954	:CM_NoteEncounter
:LE_11955	:CM_NoteEncounter
:LE_11956	:CM_NoteEncounter
:LE_11957	:CM_NoteEncounter
:LE_11958	:CM_NoteEncounter
:LE_11959	:CM_NoteEncounter
:LE_1196	:CM_FilingDocEncounter
:LE_11960	:CM_NoteEncounter
:LE_11961	:CM_NoteEncounter
:LE_11962	:CM_NoteEncounter
:LE_11963	:CM_NoteEncounter
:LE_11964	:CM_NoteEncounter
:LE_11965	:CM_NoteEncounter
:LE_11966	:CM_NoteEncounter
:LE_11967	:CM_NoteEncounter
:LE_11968	:CM_NoteEncounter
:LE_11969	:CM_NoteEncounter
:LE_1197	:CM_FilingDocEncounter
:LE_11970	:CM_NoteEncounter
:LE_11971	:CM_NoteEncounter
:LE_11972	:CM_NoteEncounter
:LE_11973	:CM_NoteEncounter
:LE_11974	:CM_NoteEncounter
:LE_11975	:CM_NoteEncounter
:LE_11976	:CM_NoteEncounter
:LE_11977	:CM_NoteEncounter
:LE_11978	:CM_NoteEncounter
:LE_11979	:CM_NoteEncounter
:LE_1198	:CM_FilingDocEncounter
:LE_11980	:CM_NoteEncounter
:LE_11981	:CM_NoteEncounter
:LE_11982	:CM_NoteEncounter
:LE_11983	:CM_NoteEncounter
:LE_11984	:CM_NoteEncounter
:LE_11985	:CM_NoteEncounter
:LE_11986	:CM_FilingDocEncounter
:LE_11987	:CM_NoteEncounter
:LE_11988	:CM_NoteEncounter
:LE_11989	:CM_NoteEncounter
:LE_1199	:CM_FilingDocEncounter
:LE_11990	:CM_NoteEncounter
:LE_11991	:CM_NoteEncounter
:LE_11992	:CM_NoteEncounter
:LE_11993	:CM_FilingDocEncounter
:LE_11994	:CM_NoteEncounter
:LE_11995	:CM_NoteEncounter
:LE_11996	:CM_NoteEncounter
:LE_11997	:CM_NoteEncounter
:LE_11998	:CM_FilingDocEncounter
:LE_11999	:CM_NoteEncounter
:LE_12	:CM_FilingDocEncounter
:LE_120	:CM_FilingDocEncounter
:LE_1200	:CM_FilingDocEncounter
:LE_12000	:CM_TelephoneConsultation
:LE_12001	:CM_TelephoneConsultation
:LE_12002	:CM_NoteEncounter
:LE_12003	:CM_NoteEncounter
:LE_12004	:CM_FilingDocEncounter
:LE_12005	:CM_FilingDocEncounter
:LE_12006	:CM_FilingDocEncounter
:LE_12007	:CM_FilingDocEncounter
:LE_12008	:CM_NoteEncounter
:LE_12009	:CM_NoteEncounter
:LE_1201	:CM_FilingDocEncounter
:LE_12010	:CM_NoteEncounter
:LE_12011	:CM_NoteEncounter
:LE_12012	:CM_NoteEncounter
:LE_12013	:CM_NoteEncounter
:LE_12014	:CM_NoteEncounter
:LE_12015	:CM_NoteEncounter
:LE_12016	:CM_FilingDocEncounter
:LE_12017	:CM_FilingDocEncounter
:LE_12018	:CM_FilingDocEncounter
:LE_12019	:CM_NoteEncounter
:LE_1202	:CM_FilingDocEncounter
:LE_12020	:CM_NoteEncounter
:LE_12021	:CM_NoteEncounter
:LE_12022	:CM_NoteEncounter
:LE_12023	:CM_NoteEncounter
:LE_12024	:CM_NoteEncounter
:LE_12025	:CM_NoteEncounter
:LE_12026	:CM_NoteEncounter
:LE_12027	:CM_NoteEncounter
:LE_12028	:CM_NoteEncounter
:LE_12029	:CM_NoteEncounter
:LE_1203	:CM_FilingDocEncounter
:LE_12030	:CM_NoteEncounter
:LE_12031	:CM_NoteEncounter
:LE_12032	:CM_NoteEncounter
:LE_12033	:CM_NoteEncounter
:LE_12034	:CM_NoteEncounter
:LE_12035	:CM_NoteEncounter
:LE_12036	:CM_FilingDocEncounter
:LE_12037	:CM_NoteEncounter
:LE_12038	:CM_NoteEncounter
:LE_12039	:CM_NoteEncounter
:LE_1204	:CM_FilingDocEncounter
:LE_12040	:CM_NoteEncounter
:LE_12041	:CM_NoteEncounter
:LE_12042	:CM_NoteEncounter
:LE_12043	:CM_NoteEncounter
:LE_12044	:CM_FilingDocEncounter
:LE_12045	:CM_NoteEncounter
:LE_12046	:CM_NoteEncounter
:LE_12047	:CM_NoteEncounter
:LE_12048	:CM_NoteEncounter
:LE_12049	:CM_NoteEncounter
:LE_1205	:CM_FilingDocEncounter
:LE_12050	:CM_NoteEncounter
:LE_12051	:CM_FilingDocEncounter
:LE_12052	:CM_FilingDocEncounter
:LE_12053	:CM_FilingDocEncounter
:LE_12054	:CM_FilingDocEncounter
:LE_12055	:CM_NoteEncounter
:LE_12056	:CM_NoteEncounter
:LE_12057	:CM_NoteEncounter
:LE_12058	:CM_NoteEncounter
:LE_12059	:CM_NoteEncounter
:LE_1206	:CM_FilingDocEncounter
:LE_12060	:CM_NoteEncounter
:LE_12061	:CM_NoteEncounter
:LE_12062	:CM_NoteEncounter
:LE_12063	:CM_NoteEncounter
:LE_12064	:CM_NoteEncounter
:LE_12065	:CM_NoteEncounter
:LE_12066	:CM_NoteEncounter
:LE_12067	:CM_NoteEncounter
:LE_12068	:CM_NoteEncounter
:LE_12069	:CM_NoteEncounter
:LE_1207	:CM_FilingDocEncounter
:LE_12070	:CM_NoteEncounter
:LE_12071	:CM_NoteEncounter
:LE_12072	:CM_NoteEncounter
:LE_12073	:CM_NoteEncounter
:LE_12074	:CM_NoteEncounter
:LE_12075	:CM_NoteEncounter
:LE_12076	:CM_NoteEncounter
:LE_12077	:CM_NoteEncounter
:LE_12078	:CM_NoteEncounter
:LE_12079	:CM_NoteEncounter
:LE_1208	:CM_FilingDocEncounter
:LE_1209	:CM_FilingDocEncounter
:LE_121	:CM_AdministrativeEntry
:LE_1210	:CM_FilingDocEncounter
:LE_1211	:CM_FilingDocEncounter
:LE_1212	:CM_FilingDocEncounter
:LE_1213	:CM_FilingDocEncounter
:LE_1214	:CM_FilingDocEncounter
:LE_1215	:CM_FilingDocEncounter
:LE_1216	:CM_FilingDocEncounter
:LE_1217	:CM_FilingDocEncounter
:LE_1218	:CM_FilingDocEncounter
:LE_1219	:CM_FilingDocEncounter
:LE_122	:CM_OnPremiseEncounter
:LE_1220	:CM_FilingDocEncounter
:LE_1221	:CM_FilingDocEncounter
:LE_1222	:CM_FilingDocEncounter
:LE_1223	:CM_FilingDocEncounter
:LE_1224	:CM_FilingDocEncounter
:LE_1225	:CM_FilingDocEncounter
:LE_1226	:CM_FilingDocEncounter
:LE_1227	:CM_FilingDocEncounter
:LE_1228	:CM_FilingDocEncounter
:LE_1229	:CM_FilingDocEncounter
:LE_123	:CM_OnPremiseEncounter
:LE_1230	:CM_FilingDocEncounter
:LE_1231	:CM_FilingDocEncounter
:LE_1232	:CM_FilingDocEncounter
:LE_1233	:CM_FilingDocEncounter
:LE_1234	:CM_FilingDocEncounter
:LE_1235	:CM_FilingDocEncounter
:LE_1236	:CM_FilingDocEncounter
:LE_1237	:CM_FilingDocEncounter
:LE_1238	:CM_FilingDocEncounter
:LE_1239	:CM_NoteEncounter
:LE_124	:CM_FilingDocEncounter
:LE_1240	:CM_FilingDocEncounter
:LE_1241	:CM_FilingDocEncounter
:LE_1242	:CM_FilingDocEncounter
:LE_1243	:CM_FilingDocEncounter
:LE_1244	:CM_FilingDocEncounter
:LE_1245	:CM_FilingDocEncounter
:LE_1246	:CM_FilingDocEncounter
:LE_1247	:CM_FilingDocEncounter
:LE_1248	:CM_FilingDocEncounter
:LE_1249	:CM_FilingDocEncounter
:LE_125	:CM_FilingDocEncounter
:LE_1250	:CM_FilingDocEncounter
:LE_1251	:CM_FilingDocEncounter
:LE_1252	:CM_FilingDocEncounter
:LE_1253	:CM_FilingDocEncounter
:LE_1254	:CM_FilingDocEncounter
:LE_1255	:CM_FilingDocEncounter
:LE_1256	:CM_FilingDocEncounter
:LE_1257	:CM_FilingDocEncounter
:LE_1258	:CM_FilingDocEncounter
:LE_1259	:CM_FilingDocEncounter
:LE_126	:CM_NoteEncounter
:LE_1260	:CM_FilingDocEncounter
:LE_1261	:CM_FilingDocEncounter
:LE_1262	:CM_FilingDocEncounter
:LE_1263	:CM_FilingDocEncounter
:LE_1264	:CM_FilingDocEncounter
:LE_1265	:CM_FilingDocEncounter
:LE_1266	:CM_FilingDocEncounter
:LE_1267	:CM_FilingDocEncounter
:LE_1268	:CM_FilingDocEncounter
:LE_1269	:CM_FilingDocEncounter
:LE_127	:CM_TelephoneTriage
:LE_1270	:CM_FilingDocEncounter
:LE_1271	:CM_FilingDocEncounter
:LE_1272	:CM_FilingDocEncounter
:LE_1273	:CM_FilingDocEncounter
:LE_1274	:CM_FilingDocEncounter
:LE_1275	:CM_FilingDocEncounter
:LE_1276	:CM_FilingDocEncounter
:LE_1277	:CM_FilingDocEncounter
:LE_1278	:CM_FilingDocEncounter
:LE_1279	:CM_FilingDocEncounter
:LE_128	:CM_EndHospEvent
:LE_1280	:CM_FilingDocEncounter
:LE_1281	:CM_FilingDocEncounter
:LE_1282	:CM_FilingDocEncounter
:LE_1283	:CM_FilingDocEncounter
:LE_1284	:CM_FilingDocEncounter
:LE_1285	:CM_FilingDocEncounter
:LE_1286	:CM_FilingDocEncounter
:LE_1287	:CM_FilingDocEncounter
:LE_1288	:CM_FilingDocEncounter
:LE_1289	:CM_FilingDocEncounter
:LE_129	:CM_TelephoneTriage
:LE_1290	:CM_FilingDocEncounter
:LE_1291	:CM_FilingDocEncounter
:LE_1292	:CM_FilingDocEncounter
:LE_1293	:CM_FilingDocEncounter
:LE_1294	:CM_FilingDocEncounter
:LE_1295	:CM_FilingDocEncounter
:LE_1296	:CM_FilingDocEncounter
:LE_1297	:CM_FilingDocEncounter
:LE_1298	:CM_FilingDocEncounter
:LE_1299	:CM_FilingDocEncounter
:LE_13	:CM_TelephoneConsultation
:LE_130	:CM_OnPremiseEncounter
:LE_1300	:CM_FilingDocEncounter
:LE_1301	:CM_FilingDocEncounter
:LE_1302	:CM_FilingDocEncounter
:LE_1303	:CM_FilingDocEncounter
:LE_1304	:CM_FilingDocEncounter
:LE_1305	:CM_FilingDocEncounter
:LE_1306	:CM_FilingDocEncounter
:LE_1307	:CM_FilingDocEncounter
:LE_1308	:CM_FilingDocEncounter
:LE_1309	:CM_FilingDocEncounter
:LE_131	:CM_OnPremiseEncounter
:LE_1310	:CM_FilingDocEncounter
:LE_1311	:CM_FilingDocEncounter
:LE_1312	:CM_FilingDocEncounter
:LE_1313	:CM_FilingDocEncounter
:LE_1314	:CM_FilingDocEncounter
:LE_1315	:CM_FilingDocEncounter
:LE_1316	:CM_FilingDocEncounter
:LE_1317	:CM_FilingDocEncounter
:LE_1318	:CM_FilingDocEncounter
:LE_1319	:CM_FilingDocEncounter
:LE_132	:CM_EndHospEvent
:LE_1320	:CM_FilingDocEncounter
:LE_1321	:CM_FilingDocEncounter
:LE_1322	:CM_FilingDocEncounter
:LE_1323	:CM_FilingDocEncounter
:LE_1324	:CM_FilingDocEncounter
:LE_1325	:CM_FilingDocEncounter
:LE_1326	:CM_FilingDocEncounter
:LE_1327	:CM_FilingDocEncounter
:LE_1328	:CM_FilingDocEncounter
:LE_1329	:CM_FilingDocEncounter
:LE_133	:CM_MailToPatientEncounter
:LE_1330	:CM_FilingDocEncounter
:LE_1331	:CM_FilingDocEncounter
:LE_1332	:CM_FilingDocEncounter
:LE_1333	:CM_FilingDocEncounter
:LE_1334	:CM_FilingDocEncounter
:LE_1335	:CM_FilingDocEncounter
:LE_1336	:CM_FilingDocEncounter
:LE_1337	:CM_NoteEncounter
:LE_1338	:CM_GPSurgeryConsultation
:LE_1339	:CM_GPSurgeryConsultation
:LE_134	:CM_GPSurgeryConsultation
:LE_1340	:CM_FilingDocEncounter
:LE_1341	:CM_OnPremiseEncounter
:LE_1342	:CM_OnPremiseEncounter
:LE_1343	:CM_OnPremiseEncounter
:LE_1344	:CM_GPSurgeryConsultation
:LE_1345	:CM_GPSurgeryConsultation
:LE_1346	:CM_OnPremiseEncounter
:LE_1347	:CM_GPSurgeryConsultation
:LE_1348	:CM_GPSurgeryConsultation
:LE_1349	:CM_OnPremiseEncounter
:LE_135	:CM_GPSurgeryConsultation
:LE_1350	:CM_OnPremiseEncounter
:LE_1351	:CM_GPSurgeryConsultation
:LE_1352	:CM_OnPremiseEncounter
:LE_1353	:CM_FilingDocEncounter
:LE_1354	:CM_OnPremiseEncounter
:LE_1355	:CM_OnPremiseEncounter
:LE_1356	:CM_FilingDocEncounter
:LE_1357	:CM_GPSurgeryConsultation
:LE_1358	:CM_OnPremiseEncounter
:LE_1359	:CM_GPSurgeryConsultation
:LE_136	:CM_TeamMeeting
:LE_1360	:CM_GPSurgeryConsultation
:LE_1361	:CM_GPSurgeryConsultation
:LE_1362	:CM_OnPremiseEncounter
:LE_1363	:CM_GPSurgeryConsultation
:LE_1364	:CM_GPSurgeryConsultation
:LE_1365	:CM_GPSurgeryConsultation
:LE_1366	:CM_OnPremiseEncounter
:LE_1367	:CM_OnPremiseEncounter
:LE_1368	:CM_OnPremiseEncounter
:LE_1369	:CM_OnPremiseEncounter
:LE_137	:CM_FilingDocEncounter
:LE_1370	:CM_OnPremiseEncounter
:LE_1371	:CM_OnPremiseEncounter
:LE_1372	:CM_OnPremiseEncounter
:LE_1373	:CM_OnPremiseEncounter
:LE_1374	:CM_OnPremiseEncounter
:LE_1375	:CM_FilingDocEncounter
:LE_1376	:CM_OnPremiseEncounter
:LE_1377	:CM_GPSurgeryConsultation
:LE_1378	:CM_OnPremiseEncounter
:LE_1379	:CM_OnPremiseEncounter
:LE_138	:CM_GPSurgeryConsultation
:LE_1380	:CM_OnPremiseEncounter
:LE_1381	:CM_OnPremiseEncounter
:LE_1382	:CM_OnPremiseEncounter
:LE_1383	:CM_OnPremiseEncounter
:LE_1384	:CM_OnPremiseEncounter
:LE_1385	:CM_GPSurgeryConsultation
:LE_1386	:CM_OnPremiseEncounter
:LE_1387	:CM_OnPremiseEncounter
:LE_1388	:CM_OnPremiseEncounter
:LE_1389	:CM_OnPremiseEncounter
:LE_139	:CM_EncounterUsingDevice
:LE_1390	:CM_GPSurgeryConsultation
:LE_1391	:CM_OnPremiseEncounter
:LE_1392	:CM_GPSurgeryConsultation
:LE_1393	:CM_OnPremiseEncounter
:LE_1394	:CM_OnPremiseEncounter
:LE_1395	:CM_OnPremiseEncounter
:LE_1396	:CM_GPSurgeryConsultation
:LE_1397	:CM_OnPremiseEncounter
:LE_1398	:CM_GPSurgeryConsultation
:LE_1399	:CM_OnPremiseEncounter
:LE_14	:CM_GPSurgeryConsultation
:LE_140	:CM_OnPremiseEncounter
:LE_1400	:CM_OnPremiseEncounter
:LE_1401	:CM_OnPremiseEncounter
:LE_1402	:CM_OnPremiseEncounter
:LE_1403	:CM_OnPremiseEncounter
:LE_1404	:CM_OnPremiseEncounter
:LE_1405	:CM_GPSurgeryConsultation
:LE_1406	:CM_OnPremiseEncounter
:LE_1407	:CM_OnPremiseEncounter
:LE_1408	:CM_OnPremiseEncounter
:LE_1409	:CM_GPSurgeryConsultation
:LE_141	:CM_NoteEncounter
:LE_1410	:CM_OnPremiseEncounter
:LE_1411	:CM_OnPremiseEncounter
:LE_1412	:CM_OnPremiseEncounter
:LE_1413	:CM_GPSurgeryConsultation
:LE_1414	:CM_OnPremiseEncounter
:LE_1415	:CM_GPSurgeryConsultation
:LE_1416	:CM_OnPremiseEncounter
:LE_1417	:CM_OnPremiseEncounter
:LE_1418	:CM_OnPremiseEncounter
:LE_1419	:CM_GPSurgeryConsultation
:LE_142	:CM_DidNotAttendEncounter
:LE_1420	:CM_OnPremiseEncounter
:LE_1421	:CM_GPSurgeryConsultation
:LE_1422	:CM_GPSurgeryConsultation
:LE_1423	:CM_GPSurgeryConsultation
:LE_1424	:CM_OnPremiseEncounter
:LE_1425	:CM_OnPremiseEncounter
:LE_1426	:CM_OnPremiseEncounter
:LE_1427	:CM_FilingDocEncounter
:LE_1428	:CM_OnPremiseEncounter
:LE_1429	:CM_OnPremiseEncounter
:LE_143	:CM_FilingDocEncounter
:LE_1430	:CM_GPSurgeryConsultation
:LE_1431	:CM_OnPremiseEncounter
:LE_1432	:CM_GPSurgeryConsultation
:LE_1433	:CM_GPSurgeryConsultation
:LE_1434	:CM_OnPremiseEncounter
:LE_1435	:CM_OnPremiseEncounter
:LE_1436	:CM_GPSurgeryConsultation
:LE_1437	:CM_GPSurgeryConsultation
:LE_1438	:CM_FilingDocEncounter
:LE_1439	:CM_GPSurgeryConsultation
:LE_144	:CM_TransferInpOp
:LE_1440	:CM_OnPremiseEncounter
:LE_1441	:CM_GPSurgeryConsultation
:LE_1442	:CM_OnPremiseEncounter
:LE_1443	:CM_OnPremiseEncounter
:LE_1444	:CM_GPSurgeryConsultation
:LE_1445	:CM_FilingDocEncounter
:LE_1446	:CM_OnPremiseEncounter
:LE_1447	:CM_GPSurgeryConsultation
:LE_1448	:CM_OnPremiseEncounter
:LE_1449	:CM_OnPremiseEncounter
:LE_145	:CM_FilingDocEncounter
:LE_1450	:CM_OnPremiseEncounter
:LE_1451	:CM_OnPremiseEncounter
:LE_1452	:CM_OnPremiseEncounter
:LE_1453	:CM_OnPremiseEncounter
:LE_1454	:CM_GPSurgeryConsultation
:LE_1455	:CM_GPSurgeryConsultation
:LE_1456	:CM_OnPremiseEncounter
:LE_1457	:CM_OnPremiseEncounter
:LE_1458	:CM_FilingDocEncounter
:LE_1459	:CM_OnPremiseEncounter
:LE_146	:CM_TelephoneConsultation
:LE_1460	:CM_OnPremiseEncounter
:LE_1461	:CM_OnPremiseEncounter
:LE_1462	:CM_OnPremiseEncounter
:LE_1463	:CM_OnPremiseEncounter
:LE_1464	:CM_OnPremiseEncounter
:LE_1465	:CM_GPSurgeryConsultation
:LE_1466	:CM_OnPremiseEncounter
:LE_1467	:CM_OnPremiseEncounter
:LE_1468	:CM_OnPremiseEncounter
:LE_1469	:CM_GPSurgeryConsultation
:LE_147	:CM_OnPremiseEncounter
:LE_1470	:CM_OnPremiseEncounter
:LE_1471	:CM_OnPremiseEncounter
:LE_1472	:CM_GPSurgeryConsultation
:LE_1473	:CM_OnPremiseEncounter
:LE_1474	:CM_GPSurgeryConsultation
:LE_1475	:CM_FilingDocEncounter
:LE_1476	:CM_FilingDocEncounter
:LE_1477	:CM_OnPremiseEncounter
:LE_1478	:CM_GPSurgeryConsultation
:LE_1479	:CM_OnPremiseEncounter
:LE_148	:CM_AdministrativeEntry
:LE_1480	:CM_OnPremiseEncounter
:LE_1481	:CM_OnPremiseEncounter
:LE_1482	:CM_GPSurgeryConsultation
:LE_1483	:CM_GPSurgeryConsultation
:LE_1484	:CM_GPSurgeryConsultation
:LE_1485	:CM_OnPremiseEncounter
:LE_1486	:CM_GPSurgeryConsultation
:LE_1487	:CM_GPSurgeryConsultation
:LE_1488	:CM_OnPremiseEncounter
:LE_1489	:CM_OnPremiseEncounter
:LE_149	:CM_NoteEncounter
:LE_1490	:CM_OnPremiseEncounter
:LE_1491	:CM_OnPremiseEncounter
:LE_1492	:CM_OnPremiseEncounter
:LE_1493	:CM_OnPremiseEncounter
:LE_1494	:CM_GPSurgeryConsultation
:LE_1495	:CM_GPSurgeryConsultation
:LE_1496	:CM_FilingDocEncounter
:LE_1497	:CM_GPSurgeryConsultation
:LE_1498	:CM_GPSurgeryConsultation
:LE_1499	:CM_OnPremiseEncounter
:LE_15	:CM_OnPremiseEncounter
:LE_150	:CM_FilingDocEncounter
:LE_1500	:CM_OnPremiseEncounter
:LE_1501	:CM_OnPremiseEncounter
:LE_1502	:CM_OnPremiseEncounter
:LE_1503	:CM_OnPremiseEncounter
:LE_1504	:CM_OnPremiseEncounter
:LE_1505	:CM_OnPremiseEncounter
:LE_1506	:CM_OnPremiseEncounter
:LE_1507	:CM_FilingDocEncounter
:LE_1508	:CM_OnPremiseEncounter
:LE_1509	:CM_OnPremiseEncounter
:LE_151	:CM_FilingDocEncounter
:LE_1510	:CM_GPSurgeryConsultation
:LE_1511	:CM_FilingDocEncounter
:LE_1512	:CM_OnPremiseEncounter
:LE_1513	:CM_GPSurgeryConsultation
:LE_1514	:CM_GPSurgeryConsultation
:LE_1515	:CM_OnPremiseEncounter
:LE_1516	:CM_OnPremiseEncounter
:LE_1517	:CM_OnPremiseEncounter
:LE_1518	:CM_GPSurgeryConsultation
:LE_1519	:CM_GPSurgeryConsultation
:LE_152	:CM_FilingDocEncounter
:LE_1520	:CM_OnPremiseEncounter
:LE_1521	:CM_OnPremiseEncounter
:LE_1522	:CM_GPSurgeryConsultation
:LE_1523	:CM_GPSurgeryConsultation
:LE_1524	:CM_OnPremiseEncounter
:LE_1525	:CM_GPSurgeryConsultation
:LE_1526	:CM_GPSurgeryConsultation
:LE_1527	:CM_OnPremiseEncounter
:LE_1528	:CM_OnPremiseEncounter
:LE_1529	:CM_GPSurgeryConsultation
:LE_153	:CM_OnPremiseEncounter
:LE_1530	:CM_OnPremiseEncounter
:LE_1531	:CM_GPSurgeryConsultation
:LE_1532	:CM_OnPremiseEncounter
:LE_1533	:CM_GPSurgeryConsultation
:LE_1534	:CM_GPSurgeryConsultation
:LE_1535	:CM_GPSurgeryConsultation
:LE_1536	:CM_NightVisit
:LE_1537	:CM_OnPremiseEncounter
:LE_1538	:CM_OnPremiseEncounter
:LE_1539	:CM_GPSurgeryConsultation
:LE_154	:CM_NoteEncounter
:LE_1540	:CM_OnPremiseEncounter
:LE_1541	:CM_OnPremiseEncounter
:LE_1542	:CM_OnPremiseEncounter
:LE_1543	:CM_OnPremiseEncounter
:LE_1544	:CM_OnPremiseEncounter
:LE_1545	:CM_OnPremiseEncounter
:LE_1546	:CM_OnPremiseEncounter
:LE_1547	:CM_OnPremiseEncounter
:LE_1548	:CM_GPSurgeryConsultation
:LE_1549	:CM_OnPremiseEncounter
:LE_155	:CM_OnPremiseEncounter
:LE_1550	:CM_OnPremiseEncounter
:LE_1551	:CM_FilingDocEncounter
:LE_1552	:CM_OnPremiseEncounter
:LE_1553	:CM_GPSurgeryConsultation
:LE_1554	:CM_GPSurgeryConsultation
:LE_1555	:CM_GPSurgeryConsultation
:LE_1556	:CM_OnPremiseEncounter
:LE_1557	:CM_OnPremiseEncounter
:LE_1558	:CM_OnPremiseEncounter
:LE_1559	:CM_OnPremiseEncounter
:LE_156	:CM_NoteEncounter
:LE_1560	:CM_OnPremiseEncounter
:LE_1561	:CM_OnPremiseEncounter
:LE_1562	:CM_GPSurgeryConsultation
:LE_1563	:CM_GPSurgeryConsultation
:LE_1564	:CM_OnPremiseEncounter
:LE_1565	:CM_OnPremiseEncounter
:LE_1566	:CM_GPSurgeryConsultation
:LE_1567	:CM_GPSurgeryConsultation
:LE_1568	:CM_GPSurgeryConsultation
:LE_1569	:CM_GPSurgeryConsultation
:LE_157	:CM_OnPremiseEncounter
:LE_1570	:CM_GPSurgeryConsultation
:LE_1571	:CM_OnPremiseEncounter
:LE_1572	:CM_GPSurgeryConsultation
:LE_1573	:CM_OnPremiseEncounter
:LE_1574	:CM_OnPremiseEncounter
:LE_1575	:CM_OnPremiseEncounter
:LE_1576	:CM_GPSurgeryConsultation
:LE_1577	:CM_OnPremiseEncounter
:LE_1578	:CM_GPSurgeryConsultation
:LE_1579	:CM_OnPremiseEncounter
:LE_158	:CM_DidNotAttendEncounter
:LE_1580	:CM_OnPremiseEncounter
:LE_1581	:CM_OnPremiseEncounter
:LE_1582	:CM_GPSurgeryConsultation
:LE_1583	:CM_OnPremiseEncounter
:LE_1584	:CM_OnPremiseEncounter
:LE_1585	:CM_OnPremiseEncounter
:LE_1586	:CM_OnPremiseEncounter
:LE_1587	:CM_OnPremiseEncounter
:LE_1588	:CM_OnPremiseEncounter
:LE_1589	:CM_OnPremiseEncounter
:LE_159	:CM_EmailConsultation
:LE_1590	:CM_OnPremiseEncounter
:LE_1591	:CM_OnPremiseEncounter
:LE_1592	:CM_OnPremiseEncounter
:LE_1593	:CM_OnPremiseEncounter
:LE_1594	:CM_OnPremiseEncounter
:LE_1595	:CM_OnPremiseEncounter
:LE_1596	:CM_OnPremiseEncounter
:LE_1597	:CM_OnPremiseEncounter
:LE_1598	:CM_OnPremiseEncounter
:LE_1599	:CM_OnPremiseEncounter
:LE_16	:CM_FilingDocEncounter
:LE_160	:CM_FilingDocEncounter
:LE_1600	:CM_OnPremiseEncounter
:LE_1601	:CM_OnPremiseEncounter
:LE_1602	:CM_OnPremiseEncounter
:LE_1603	:CM_OnPremiseEncounter
:LE_1604	:CM_OnPremiseEncounter
:LE_1605	:CM_OnPremiseEncounter
:LE_1606	:CM_OnPremiseEncounter
:LE_1607	:CM_GPSurgeryConsultation
:LE_1608	:CM_GPSurgeryConsultation
:LE_1609	:CM_OnPremiseEncounter
:LE_161	:CM_OnPremiseEncounter
:LE_1610	:CM_OnPremiseEncounter
:LE_1611	:CM_OnPremiseEncounter
:LE_1612	:CM_OnPremiseEncounter
:LE_1613	:CM_OnPremiseEncounter
:LE_1614	:CM_FilingDocEncounter
:LE_1615	:CM_GPSurgeryConsultation
:LE_1616	:CM_FilingDocEncounter
:LE_1617	:CM_OnPremiseEncounter
:LE_1618	:CM_GPSurgeryConsultation
:LE_1619	:CM_OnPremiseEncounter
:LE_162	:CM_AdministrativeEntry
:LE_1620	:CM_OnPremiseEncounter
:LE_1621	:CM_OnPremiseEncounter
:LE_1622	:CM_OnPremiseEncounter
:LE_1623	:CM_OnPremiseEncounter
:LE_1624	:CM_OnPremiseEncounter
:LE_1625	:CM_OnPremiseEncounter
:LE_1626	:CM_OnPremiseEncounter
:LE_1627	:CM_OnPremiseEncounter
:LE_1628	:CM_OnPremiseEncounter
:LE_1629	:CM_OnPremiseEncounter
:LE_163	:CM_FilingDocEncounter
:LE_1630	:CM_OnPremiseEncounter
:LE_1631	:CM_OnPremiseEncounter
:LE_1632	:CM_OnPremiseEncounter
:LE_1633	:CM_OnPremiseEncounter
:LE_1634	:CM_OnPremiseEncounter
:LE_1635	:CM_OnPremiseEncounter
:LE_1636	:CM_OnPremiseEncounter
:LE_1637	:CM_OnPremiseEncounter
:LE_1638	:CM_OnPremiseEncounter
:LE_1639	:CM_OnPremiseEncounter
:LE_164	:CM_OnPremiseEncounter
:LE_1640	:CM_OnPremiseEncounter
:LE_1641	:CM_OnPremiseEncounter
:LE_1642	:CM_OnPremiseEncounter
:LE_1643	:CM_OnPremiseEncounter
:LE_1644	:CM_OnPremiseEncounter
:LE_1645	:CM_OnPremiseEncounter
:LE_1646	:CM_OnPremiseEncounter
:LE_1647	:CM_OnPremiseEncounter
:LE_1648	:CM_OnPremiseEncounter
:LE_1649	:CM_OnPremiseEncounter
:LE_165	:CM_NoteEncounter
:LE_1650	:CM_OnPremiseEncounter
:LE_1651	:CM_OnPremiseEncounter
:LE_1652	:CM_OnPremiseEncounter
:LE_1653	:CM_OnPremiseEncounter
:LE_1654	:CM_OnPremiseEncounter
:LE_1655	:CM_FilingDocEncounter
:LE_1656	:CM_OnPremiseEncounter
