Concept	Group	Property	Object	min	max	Group operator
:LE_1362	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1363	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1364	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1365	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1366	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1367	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1368	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1369	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_137	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1370	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1371	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1372	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1373	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1374	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1375	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1376	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1377	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1378	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1379	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_138	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1380	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1381	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1382	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1383	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1384	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1385	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1386	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1387	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1388	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1389	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_139	0	im:SN_116680003	:CM_EncounterUsingDevice			and
:LE_1390	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1391	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1392	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1393	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1394	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1395	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1396	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1397	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1398	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1399	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_14	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_140	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1400	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1401	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1402	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1403	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1404	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1405	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1406	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1407	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1408	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1409	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_141	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1410	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1411	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1412	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1413	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1414	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1415	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1416	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1417	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1418	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1419	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_142	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_1420	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1421	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1422	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1423	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1424	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1425	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1426	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1427	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1428	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1429	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_143	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1430	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1431	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1432	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1433	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1434	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1435	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1436	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1437	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1438	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1439	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_144	0	im:SN_116680003	:CM_TransferInpOp			and
:LE_1440	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1441	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1442	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1443	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1444	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1445	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1446	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1447	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1448	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1449	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_145	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1450	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1451	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1452	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1453	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1454	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1455	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1456	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1457	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1458	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1459	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_146	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_1460	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1461	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1462	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1463	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1464	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1465	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1466	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1467	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1468	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1469	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_147	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1470	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1471	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1472	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1473	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1474	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1475	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1476	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1477	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1478	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1479	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_148	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_1480	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1481	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1482	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1483	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1484	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1485	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1486	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1487	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1488	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1489	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_149	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1490	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1491	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1492	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1493	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1494	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1495	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1496	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1497	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1498	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1499	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_15	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_150	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1500	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1501	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1502	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1503	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1504	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1505	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1506	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1507	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1508	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1509	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_151	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1510	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1511	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1512	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1513	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1514	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1515	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1516	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1517	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1518	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1519	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_152	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1520	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1521	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1522	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1523	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1524	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1525	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1526	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1527	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1528	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1529	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_153	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1530	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1531	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1532	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1533	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1534	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1535	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1536	0	im:SN_116680003	:CM_NightVisit			and
:LE_1537	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1538	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1539	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_154	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1540	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1541	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1542	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1543	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1544	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1545	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1546	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1547	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1548	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1549	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_155	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1550	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1551	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1552	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1553	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1554	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1555	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1556	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1557	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1558	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1559	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_156	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1560	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1561	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1562	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1563	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1564	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1565	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1566	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1567	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1568	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1569	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_157	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1570	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1571	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1572	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1573	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1574	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1575	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1576	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1577	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1578	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1579	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_158	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_1580	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1581	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1582	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1583	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1584	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1585	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1586	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1587	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1588	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1589	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_159	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_1590	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1591	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1592	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1593	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1594	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1595	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1596	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1597	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1598	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1599	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_16	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_160	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1600	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1601	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1602	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1603	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1604	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1605	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1606	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1607	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1608	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1609	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_161	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1610	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1611	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1612	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1613	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1614	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1615	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1616	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1617	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1618	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1619	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_162	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_1620	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1621	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1622	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1623	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1624	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1625	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1626	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1627	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1628	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1629	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_163	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1630	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1631	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1632	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1633	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1634	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1635	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1636	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1637	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1638	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1639	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_164	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1640	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1641	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1642	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1643	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1644	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1645	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1646	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1647	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1648	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1649	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_165	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1650	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1651	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1652	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1653	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1654	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1655	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1656	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1657	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1658	0	im:SN_116680003	:CM_CancelHospEvent			and
:LE_1659	0	im:SN_116680003	:CM_TransferInpOp			and
:LE_166	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1660	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_1661	0	im:SN_116680003	:CM_TransferWlInpOp			and
:LE_1662	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1663	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1664	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_1665	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_1666	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_1667	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_1668	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1669	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_167	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1670	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1671	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1672	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1673	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1674	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1675	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1676	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1677	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1678	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1679	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_168	0	im:SN_116680003	:CM_NightVisit			and
:LE_1680	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1681	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1682	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1683	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1684	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1685	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1686	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1687	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1688	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1689	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_169	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1690	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1691	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1692	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1693	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1694	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1695	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1696	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1697	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1698	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1699	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_17	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_170	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1700	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1701	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1702	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1703	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1704	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1705	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1706	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1707	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1708	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1709	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_171	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_1710	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1711	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1712	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1713	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1714	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1715	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1716	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1717	0	im:SN_116680003	:CM_NoteEncounter			and
